"","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","TotalDiff","Churn","tenure1","MonthlyCharges1"
"4335","Male",1,"No","No",2,"Yes","No","DSL","No","No","No","No","No","No","M-T-M","Yes","EC",44.15,92.65,-4.35,"Yes","0-12","$24-$48"
"4336","Female",1,"No","No",52,"Yes","Yes","DSL","Yes","No","Yes","No","No","No","2yr","No","BT",59.85,3103.25,8.95,"No","48-60","$48-$72"
"4337","Female",1,"No","No",8,"Yes","Yes","FO","No","No","No","No","No","No","M-T-M","Yes","EC",75.75,606.25,-0.25,"Yes","0-12","$72-$96"
"4338","Female",0,"No","No",68,"Yes","Yes","DSL","No","Yes","Yes","No","Yes","Yes","2yr","Yes","EC",80.65,5330.2,154,"No","60-72","$72-$96"
"4339","Male",0,"Yes","Yes",69,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","1yr","Yes","CC",20.55,1403.1,14.85,"No","60-72","$0-$24"
"4340","Female",0,"Yes","No",42,"Yes","Yes","DSL","Yes","Yes","No","Yes","No","No","M-T-M","Yes","CC",66.4,2727.8,61,"No","36-48","$48-$72"
"4341","Female",0,"No","No",50,"Yes","No","FO","No","Yes","No","Yes","Yes","Yes","2yr","Yes","MC",100.2,5038.45,-28.45,"No","48-60","$96-$120"
"4342","Female",0,"No","No",1,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","M-T-M","Yes","MC",19.1,19.1,0,"Yes","0-12","$0-$24"
"4343","Male",1,"Yes","No",1,"Yes","Yes","FO","Yes","No","No","No","No","No","M-T-M","Yes","EC",80.3,80.3,0,"Yes","0-12","$72-$96"
"4344","Male",0,"Yes","No",33,"Yes","No","DSL","No","No","No","No","No","No","M-T-M","Yes","CC",44.55,1462.6,7.55,"No","24-36","$24-$48"
"4345","Female",0,"No","No",7,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","M-T-M","No","MC",20.35,150.6,-8.15,"No","0-12","$0-$24"
"4346","Male",0,"Yes","Yes",64,"Yes","Yes","FO","Yes","Yes","Yes","No","No","No","M-T-M","Yes","EC",91.8,5960.5,-85.3,"No","60-72","$72-$96"
"4347","Female",0,"No","No",1,"Yes","No","FO","No","No","Yes","No","No","No","M-T-M","Yes","EC",74.9,74.9,0,"Yes","0-12","$72-$96"
"4348","Male",0,"No","No",59,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","Yes","BT",20.2,1192.3,-0.5,"No","48-60","$0-$24"
"4349","Female",0,"Yes","No",6,"Yes","Yes","DSL","No","No","No","No","No","No","M-T-M","No","EC",50.35,314.55,-12.45,"No","0-12","$48-$72"
"4350","Female",0,"No","No",3,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","M-T-M","No","MC",18.8,56,0.4,"No","0-12","$0-$24"
"4351","Female",0,"Yes","No",15,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","M-T-M","No","CC",20.45,330.8,-24.05,"No","12-24","$0-$24"
"4352","Male",0,"Yes","Yes",13,"Yes","No","DSL","No","No","No","No","Yes","Yes","1yr","Yes","EC",64.75,877.35,-35.6,"No","12-24","$48-$72"
"4353","Female",0,"No","No",23,"Yes","Yes","FO","No","Yes","No","No","Yes","Yes","M-T-M","Yes","CC",98.7,2249.1,21,"No","12-24","$96-$120"
"4354","Male",1,"Yes","No",31,"Yes","Yes","FO","Yes","No","No","No","Yes","No","M-T-M","No","EC",89.45,2807.65,-34.7,"No","24-36","$72-$96"
"4355","Male",0,"No","No",29,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","1yr","Yes","EC",58.75,1696.2,7.55,"No","24-36","$48-$72"
"4356","Female",0,"Yes","No",49,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","1yr","No","CC",20.7,1032.05,-17.75,"No","48-60","$0-$24"
"4357","Female",0,"Yes","No",56,"Yes","Yes","FO","No","No","No","No","Yes","No","M-T-M","Yes","BT",85.6,4902.8,-109.2,"No","48-60","$72-$96"
"4358","Female",0,"No","No",63,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","Yes","2yr","Yes","CC",80.3,4995.35,63.55,"No","60-72","$72-$96"
"4359","Male",0,"Yes","No",63,"Yes","Yes","DSL","No","No","Yes","Yes","Yes","Yes","2yr","No","CC",79.8,5034.05,-6.65,"No","60-72","$72-$96"
"4360","Male",1,"Yes","Yes",24,"Yes","Yes","FO","Yes","No","No","No","No","No","M-T-M","Yes","EC",79.85,1857.75,58.65,"No","12-24","$72-$96"
"4361","Male",1,"Yes","No",36,"Yes","No","DSL","No","No","Yes","Yes","No","No","1yr","No","CC",54.1,1992.85,-45.25,"No","24-36","$48-$72"
"4362","Female",1,"No","No",9,"Yes","No","FO","No","No","No","No","Yes","No","M-T-M","Yes","EC",80.85,751.65,-24,"Yes","0-12","$72-$96"
"4363","Male",0,"No","No",3,"No","Nps","DSL","No","No","No","No","No","No","M-T-M","No","EC",24.75,66.95,7.3,"Yes","0-12","$24-$48"
"4364","Female",0,"Yes","No",21,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","1yr","No","MC",80.9,1714.95,-16.05,"No","12-24","$72-$96"
"4365","Male",0,"Yes","Yes",13,"Yes","Yes","No","Nis","Nis","Nis","Nis","Nis","Nis","1yr","No","BT",24.5,343.6,-25.1,"No","12-24","$24-$48"
"4366","Male",0,"Yes","Yes",1,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","M-T-M","Yes","BT",20.15,20.15,0,"No","0-12","$0-$24"
"4367","Female",0,"Yes","Yes",25,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","1yr","No","MC",20.05,520.1,-18.85,"No","24-36","$0-$24"
"4368","Male",0,"Yes","Yes",71,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","Yes","BT",19.6,1387.45,4.15,"No","60-72","$0-$24"
"4369","Male",0,"No","No",66,"Yes","Yes","FO","Yes","Yes","Yes","Yes","Yes","Yes","1yr","Yes","BT",114.3,7383.7,160.1,"No","60-72","$96-$120"
"4370","Female",0,"No","No",45,"Yes","No","FO","Yes","Yes","No","No","Yes","Yes","1yr","Yes","EC",100.3,4483.95,29.55,"No","36-48","$96-$120"
"4371","Female",0,"Yes","No",22,"Yes","No","FO","No","No","No","No","Yes","No","M-T-M","Yes","CC",80,1706.45,53.55,"No","12-24","$72-$96"
"4372","Female",0,"Yes","No",67,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","1yr","Yes","BT",20.85,1327.4,69.55,"No","60-72","$0-$24"
"4373","Female",0,"Yes","No",68,"Yes","Yes","FO","No","No","Yes","No","Yes","No","2yr","Yes","BT",89.95,5974.3,142.3,"No","60-72","$72-$96"
"4374","Female",1,"No","No",49,"Yes","Yes","FO","No","No","Yes","No","No","Yes","M-T-M","Yes","CC",90.85,4515.85,-64.2,"Yes","48-60","$72-$96"
"4375","Female",1,"No","No",4,"Yes","Yes","DSL","No","No","No","No","No","No","M-T-M","No","MC",48.75,179.85,15.15,"No","0-12","$48-$72"
"4376","Male",0,"Yes","No",63,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","Yes","1yr","No","CC",80,5040.2,-0.2,"No","60-72","$72-$96"
"4377","Female",0,"Yes","No",2,"Yes","No","FO","No","Yes","Yes","No","No","No","M-T-M","No","BT",79.7,165,-5.6,"Yes","0-12","$72-$96"
"4378","Male",0,"No","No",21,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","1yr","Yes","MC",20.35,422.7,4.65,"No","12-24","$0-$24"
"4379","Male",0,"Yes","Yes",55,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","2yr","No","BT",57.55,3046.4,118.85,"Yes","48-60","$48-$72"
"4380","Male",0,"No","Yes",1,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","M-T-M","Yes","MC",20.25,20.25,0,"No","0-12","$0-$24"
"4381","Female",0,"No","No",17,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","No","MC",19.4,358.05,-28.25,"No","12-24","$0-$24"
"4382","Male",0,"No","No",30,"Yes","Yes","FO","Yes","No","No","No","Yes","Yes","M-T-M","Yes","BT",100.4,2936.25,75.75,"No","24-36","$96-$120"
"4383","Male",0,"Yes","Yes",22,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","M-T-M","Yes","MC",57.95,1271.8,3.1,"No","12-24","$48-$72"
"4384","Female",0,"No","No",9,"Yes","No","DSL","No","No","No","Yes","Yes","No","M-T-M","Yes","BT",59.5,530.05,5.45,"No","0-12","$48-$72"
"4385","Male",0,"Yes","Yes",1,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","M-T-M","No","MC",19.2,19.2,0,"No","0-12","$0-$24"
"4386","Female",0,"Yes","No",21,"Yes","Yes","FO","No","No","No","No","No","Yes","M-T-M","Yes","EC",86.5,1808.7,7.8,"Yes","12-24","$72-$96"
"4387","Male",0,"No","No",19,"Yes","Yes","DSL","No","No","Yes","Yes","No","No","M-T-M","No","EC",59.55,1144.6,-13.15,"No","12-24","$48-$72"
"4388","Female",0,"Yes","Yes",69,"Yes","Yes","FO","No","Yes","Yes","No","Yes","Yes","M-T-M","Yes","EC",103.95,7446.9,-274.35,"Yes","60-72","$96-$120"
"4389","Male",1,"No","No",1,"No","Nps","DSL","No","No","No","No","No","No","M-T-M","Yes","EC",25.1,25.1,0,"Yes","0-12","$24-$48"
"4390","Female",0,"Yes","No",72,"Yes","Yes","FO","Yes","Yes","Yes","Yes","Yes","No","2yr","Yes","BT",103.95,7556.9,-72.5,"No","60-72","$96-$120"
"4391","Male",0,"Yes","Yes",70,"Yes","Yes","DSL","Yes","No","Yes","No","Yes","No","2yr","No","CC",68.95,4858.7,-32.2,"No","60-72","$48-$72"
"4392","Female",0,"No","No",66,"Yes","Yes","FO","Yes","Yes","Yes","Yes","No","Yes","M-T-M","Yes","BT",103.1,6595,209.6,"No","60-72","$96-$120"
"4393","Female",0,"Yes","Yes",7,"No","Nps","DSL","No","No","No","No","No","No","M-T-M","Yes","EC",24.7,149.05,23.85,"No","0-12","$24-$48"
"4394","Female",1,"Yes","Yes",46,"Yes","Yes","FO","Yes","Yes","No","Yes","Yes","Yes","M-T-M","Yes","EC",110.2,4972.1,97.1,"No","36-48","$96-$120"
"4395","Male",0,"No","No",39,"No","Nps","DSL","Yes","Yes","No","Yes","Yes","No","M-T-M","Yes","CC",48.95,1880.85,28.2,"Yes","36-48","$48-$72"
"4396","Female",0,"Yes","Yes",32,"Yes","Yes","DSL","No","Yes","Yes","No","No","No","M-T-M","No","BT",62.45,2045.55,-47.15,"No","24-36","$48-$72"
"4397","Male",0,"No","No",24,"Yes","No","FO","No","Yes","Yes","No","No","Yes","M-T-M","Yes","EC",89.55,2187.15,-37.95,"No","12-24","$72-$96"
"4398","Male",0,"Yes","Yes",6,"Yes","No","FO","No","Yes","No","No","No","Yes","M-T-M","Yes","CC",83.55,477.55,23.75,"Yes","0-12","$72-$96"
"4399","Female",0,"No","No",37,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","No","M-T-M","Yes","CC",78.9,2976.95,-57.65,"No","36-48","$72-$96"
"4400","Male",0,"No","Yes",8,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","M-T-M","No","MC",20.35,178.7,-15.9,"No","0-12","$0-$24"
"4401","Female",0,"Yes","Yes",72,"Yes","Yes","DSL","Yes","No","Yes","No","Yes","No","2yr","Yes","BT",71.45,5025.85,118.55,"No","60-72","$48-$72"
"4402","Male",1,"Yes","No",71,"No","Nps","DSL","Yes","Yes","Yes","Yes","No","No","2yr","No","CC",46.35,3353.4,-62.55,"No","60-72","$24-$48"
"4403","Female",0,"Yes","No",16,"Yes","No","FO","No","Yes","No","No","Yes","Yes","M-T-M","Yes","BT",94.65,1461.15,53.25,"No","12-24","$72-$96"
"4404","Female",0,"Yes","No",57,"No","Nps","DSL","Yes","No","Yes","Yes","No","Yes","M-T-M","Yes","BT",49.9,2782.4,61.9,"No","48-60","$48-$72"
"4405","Male",0,"No","No",66,"Yes","Yes","No","Nis","Nis","Nis","Nis","Nis","Nis","1yr","No","BT",25.45,1699.15,-19.45,"No","60-72","$24-$48"
"4406","Female",1,"No","No",17,"Yes","No","FO","No","Yes","Yes","No","Yes","No","M-T-M","Yes","EC",89.15,1496.9,18.65,"Yes","12-24","$72-$96"
"4407","Female",0,"No","Yes",21,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","M-T-M","No","MC",20.75,452.2,-16.45,"No","12-24","$0-$24"
"4408","Male",0,"Yes","No",66,"Yes","Yes","DSL","Yes","Yes","Yes","No","No","No","2yr","Yes","CC",66.1,4428.45,-65.85,"No","60-72","$48-$72"
"4409","Female",0,"Yes","No",17,"Yes","Yes","DSL","No","Yes","No","No","Yes","Yes","M-T-M","Yes","BT",75.4,1322.55,-40.75,"No","12-24","$72-$96"
"4410","Male",0,"No","Yes",1,"Yes","No","FO","No","No","No","No","No","No","M-T-M","Yes","MC",70.45,70.45,0,"Yes","0-12","$48-$72"
"4411","Male",0,"Yes","No",58,"Yes","No","DSL","Yes","Yes","Yes","No","No","No","1yr","No","CC",60.3,3563.8,-66.4,"Yes","48-60","$48-$72"
"4412","Female",0,"Yes","Yes",8,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","M-T-M","No","CC",21.05,139.75,28.65,"No","0-12","$0-$24"
"4413","Male",0,"No","No",27,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","No","1yr","No","CC",69.35,1927.3,-54.85,"No","24-36","$48-$72"
"4414","Male",0,"Yes","No",34,"Yes","Yes","FO","No","Yes","No","No","No","Yes","M-T-M","No","MC",88.85,3000.25,20.65,"No","24-36","$72-$96"
"4415","Male",0,"No","No",30,"Yes","No","FO","No","Yes","No","No","Yes","Yes","1yr","Yes","BT",97,3021.3,-111.3,"No","24-36","$96-$120"
"4416","Male",0,"No","No",33,"Yes","No","DSL","No","Yes","Yes","No","Yes","No","M-T-M","Yes","CC",66.4,2245.4,-54.2,"No","24-36","$48-$72"
"4417","Male",0,"No","Yes",1,"No","Nps","DSL","No","No","No","No","No","No","M-T-M","No","EC",24.75,24.75,0,"Yes","0-12","$24-$48"
"4418","Male",0,"Yes","Yes",14,"Yes","Yes","DSL","Yes","Yes","No","No","No","Yes","M-T-M","No","MC",69.2,944.65,24.15,"No","12-24","$48-$72"
"4419","Female",0,"No","Yes",16,"Yes","Yes","FO","No","No","No","Yes","No","No","1yr","Yes","CC",79.5,1264.2,7.8,"No","12-24","$72-$96"
"4420","Female",0,"No","No",49,"Yes","No","FO","No","No","Yes","Yes","Yes","Yes","2yr","No","CC",100.65,4917.75,14.1,"No","48-60","$96-$120"
"4421","Male",0,"Yes","Yes",19,"Yes","Yes","FO","No","No","Yes","Yes","Yes","Yes","M-T-M","No","EC",103.3,2012.7,-50,"Yes","12-24","$96-$120"
"4422","Female",0,"Yes","Yes",70,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","No","2yr","No","BT",79.7,5743.3,-164.3,"No","60-72","$72-$96"
"4423","Female",0,"Yes","Yes",32,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","M-T-M","No","BT",61.4,1864.65,100.15,"No","24-36","$48-$72"
"4424","Female",0,"No","No",18,"Yes","No","FO","No","No","No","No","No","No","M-T-M","Yes","EC",69.8,1221.65,34.75,"No","12-24","$48-$72"
"4425","Male",0,"No","No",37,"No","Nps","DSL","Yes","Yes","No","Yes","No","No","2yr","Yes","MC",40.55,1390.85,109.5,"No","36-48","$24-$48"
"4426","Female",0,"No","No",4,"Yes","Yes","FO","No","No","No","No","No","No","M-T-M","Yes","EC",75.65,302.35,0.25,"No","0-12","$72-$96"
"4427","Female",0,"Yes","No",16,"Yes","Yes","FO","Yes","Yes","Yes","No","No","No","M-T-M","No","EC",90.7,1374.9,76.3,"No","12-24","$72-$96"
"4428","Male",0,"Yes","No",17,"Yes","Yes","FO","No","Yes","No","No","No","No","M-T-M","Yes","BT",80.5,1336.9,31.6,"No","12-24","$72-$96"
"4429","Female",0,"No","Yes",19,"Yes","No","DSL","Yes","Yes","Yes","No","No","No","M-T-M","Yes","EC",60.6,1297.8,-146.4,"No","12-24","$48-$72"
"4430","Male",0,"Yes","No",60,"Yes","Yes","FO","No","No","Yes","No","Yes","Yes","2yr","No","CC",101.15,6067.4,1.6,"No","48-60","$96-$120"
"4431","Male",0,"Yes","Yes",51,"Yes","Yes","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","Yes","MC",24.95,1222.25,50.2,"No","48-60","$24-$48"
"4432","Male",0,"Yes","Yes",28,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","Yes","CC",20.3,487.95,80.45,"No","24-36","$0-$24"
"4433","Male",0,"No","No",43,"Yes","No","DSL","No","Yes","No","No","No","Yes","2yr","Yes","EC",60,2548.55,31.45,"No","36-48","$48-$72"
"4434","Male",0,"Yes","No",42,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","No","EC",20.25,835.5,15,"No","36-48","$0-$24"
"4435","Male",0,"No","No",3,"Yes","No","FO","No","No","No","No","Yes","No","M-T-M","Yes","EC",78.5,242.05,-6.55,"Yes","0-12","$72-$96"
"4436","Female",0,"No","No",1,"Yes","No","DSL","No","No","No","No","No","No","M-T-M","No","MC",44.75,44.75,0,"No","0-12","$24-$48"
"4437","Female",0,"No","No",3,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","M-T-M","No","MC",19.85,63.75,-4.2,"Yes","0-12","$0-$24"
"4438","Female",0,"No","No",63,"Yes","Yes","FO","Yes","Yes","Yes","No","Yes","No","2yr","No","CC",98,6218.45,-44.45,"No","60-72","$96-$120"
"4439","Male",1,"No","No",3,"Yes","No","FO","No","No","No","No","Yes","No","M-T-M","Yes","EC",79.9,260.9,-21.2,"Yes","0-12","$72-$96"
"4440","Male",0,"Yes","No",68,"Yes","Yes","FO","Yes","Yes","No","Yes","Yes","Yes","M-T-M","Yes","EC",107.7,7320.9,2.7,"No","60-72","$96-$120"
"4441","Female",1,"No","No",30,"Yes","Yes","FO","No","Yes","No","No","Yes","Yes","M-T-M","Yes","EC",99.7,2967.35,23.65,"Yes","24-36","$96-$120"
"4442","Female",0,"No","No",60,"Yes","Yes","FO","No","Yes","Yes","No","Yes","Yes","2yr","No","EC",104.7,6333.8,-51.8,"No","48-60","$96-$120"
"4443","Male",0,"No","No",15,"Yes","Yes","DSL","No","Yes","No","Yes","No","No","M-T-M","Yes","CC",58.6,939.7,-60.7,"Yes","12-24","$48-$72"
"4444","Male",1,"No","No",45,"Yes","Yes","FO","No","No","No","No","Yes","Yes","M-T-M","Yes","BT",93.9,4200.25,25.25,"No","36-48","$72-$96"
"4445","Female",0,"Yes","No",70,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","2yr","No","CC",86.45,5950.2,101.3,"No","60-72","$72-$96"
"4446","Male",0,"Yes","No",10,"Yes","Yes","FO","No","No","Yes","No","Yes","Yes","M-T-M","Yes","EC",98.5,1037.75,-52.75,"Yes","0-12","$96-$120"
"4447","Male",0,"No","No",4,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","M-T-M","No","MC",19.4,93.4,-15.8,"No","0-12","$0-$24"
"4448","Female",0,"No","No",1,"Yes","No","DSL","No","No","Yes","No","No","No","M-T-M","Yes","MC",50.45,50.45,0,"Yes","0-12","$48-$72"
"4449","Female",0,"Yes","No",68,"Yes","Yes","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","Yes","CC",24.95,1614.9,81.7,"No","60-72","$24-$48"
"4450","Male",0,"Yes","Yes",22,"Yes","No","FO","Yes","No","No","No","No","No","M-T-M","No","BT",75,1573.95,76.05,"No","12-24","$72-$96"
"4451","Male",0,"Yes","Yes",38,"Yes","Yes","FO","No","Yes","Yes","No","Yes","No","M-T-M","Yes","EC",94.65,3624.3,-27.6,"Yes","36-48","$72-$96"
"4452","Female",0,"No","No",1,"Yes","Yes","FO","No","Yes","No","No","Yes","Yes","M-T-M","Yes","CC",100.25,100.25,0,"Yes","0-12","$96-$120"
"4453","Male",0,"Yes","No",18,"Yes","No","FO","No","No","Yes","Yes","No","No","M-T-M","No","EC",78.2,1468.75,-61.15,"No","12-24","$72-$96"
"4454","Male",0,"No","No",29,"Yes","No","FO","No","No","No","Yes","Yes","Yes","M-T-M","Yes","EC",94.2,2607.6,124.2,"No","24-36","$72-$96"
"4455","Female",0,"No","No",16,"Yes","Yes","FO","No","No","Yes","No","No","Yes","M-T-M","Yes","EC",88.45,1422.1,-6.9,"Yes","12-24","$72-$96"
"4456","Male",0,"No","No",1,"Yes","No","FO","No","No","No","No","No","No","M-T-M","Yes","EC",69.85,69.85,0,"Yes","0-12","$48-$72"
"4457","Male",0,"No","No",12,"Yes","No","FO","Yes","No","Yes","No","No","No","M-T-M","No","BT",81.7,858.6,121.8,"Yes","0-12","$72-$96"
"4458","Male",0,"No","No",31,"No","Nps","DSL","No","No","Yes","No","Yes","Yes","1yr","Yes","EC",50.05,1523.4,28.15,"No","24-36","$48-$72"
"4459","Male",0,"No","No",4,"Yes","No","FO","No","No","No","No","No","Yes","M-T-M","Yes","EC",79.9,324.3,-4.7,"Yes","0-12","$72-$96"
"4460","Female",0,"Yes","No",48,"Yes","Yes","DSL","No","No","Yes","Yes","No","Yes","1yr","Yes","MC",69.55,3435.6,-97.2,"No","36-48","$48-$72"
"4461","Female",0,"No","No",15,"Yes","Yes","No","Nis","Nis","Nis","Nis","Nis","Nis","M-T-M","Yes","CC",25.4,399.6,-18.6,"Yes","12-24","$24-$48"
"4462","Male",0,"No","No",50,"Yes","No","FO","Yes","Yes","Yes","Yes","No","No","1yr","Yes","CC",90.1,4549.45,-44.45,"No","48-60","$72-$96"
"4463","Male",0,"No","No",7,"Yes","No","DSL","No","No","No","No","No","No","M-T-M","Yes","BT",44.65,322.5,-9.95,"No","0-12","$24-$48"
"4464","Male",1,"Yes","No",41,"Yes","Yes","FO","Yes","No","Yes","No","No","No","M-T-M","Yes","BT",83.75,3273.55,160.2,"Yes","36-48","$72-$96"
"4465","Male",0,"Yes","Yes",68,"Yes","No","FO","Yes","No","Yes","No","No","No","2yr","No","CC",80.35,5375.15,88.65,"No","60-72","$72-$96"
"4466","Female",1,"Yes","No",26,"Yes","Yes","FO","No","No","Yes","No","Yes","Yes","M-T-M","Yes","BT",98.1,2510.7,39.9,"No","24-36","$96-$120"
"4467","Male",0,"No","No",57,"No","Nps","DSL","No","No","Yes","Yes","Yes","Yes","2yr","No","CC",53.35,3090.05,-49.1,"No","48-60","$48-$72"
"4468","Female",0,"No","No",3,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","M-T-M","No","EC",19.55,61.05,-2.4,"No","0-12","$0-$24"
"4469","Female",0,"No","No",1,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","M-T-M","No","MC",20.9,20.9,0,"Yes","0-12","$0-$24"
"4470","Male",0,"Yes","Yes",19,"Yes","No","DSL","Yes","No","No","No","No","No","1yr","Yes","BT",48.95,955.6,-25.55,"No","12-24","$48-$72"
"4471","Female",0,"No","No",3,"Yes","No","DSL","No","No","No","No","Yes","No","M-T-M","Yes","EC",54.2,140.4,22.2,"No","0-12","$48-$72"
"4472","Female",0,"No","No",59,"Yes","Yes","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","No","EC",24.45,1493.1,-50.55,"No","48-60","$24-$48"
"4473","Female",0,"Yes","No",1,"Yes","No","FO","No","No","No","No","No","No","M-T-M","Yes","MC",69.4,69.4,0,"Yes","0-12","$48-$72"
"4474","Male",0,"Yes","No",42,"No","Nps","DSL","Yes","No","No","No","Yes","No","M-T-M","Yes","BT",40.15,1626.05,60.25,"No","36-48","$24-$48"
"4475","Female",0,"No","No",7,"Yes","Yes","FO","No","No","No","No","No","No","M-T-M","Yes","EC",74.9,541.15,-16.85,"Yes","0-12","$72-$96"
"4476","Male",0,"Yes","No",67,"Yes","Yes","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","No","CC",25.6,1784.9,-69.7,"No","60-72","$24-$48"
"4477","Male",0,"No","No",1,"Yes","No","FO","No","No","No","No","No","No","M-T-M","Yes","EC",70.35,70.35,0,"No","0-12","$48-$72"
"4478","Male",0,"Yes","No",66,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","2yr","No","BT",91.7,6075.9,-23.7,"No","60-72","$72-$96"
"4479","Female",0,"No","No",61,"Yes","Yes","FO","No","No","Yes","No","No","Yes","M-T-M","No","MC",89.2,5500.6,-59.4,"No","60-72","$72-$96"
"4480","Male",0,"Yes","Yes",4,"Yes","Yes","No","Nis","Nis","Nis","Nis","Nis","Nis","1yr","No","CC",24.1,73.1,23.3,"No","0-12","$24-$48"
"4481","Female",1,"Yes","No",42,"Yes","No","FO","Yes","No","No","No","No","No","M-T-M","Yes","CC",74.15,3229.4,-115.1,"Yes","36-48","$72-$96"
"4482","Female",0,"Yes","Yes",64,"Yes","Yes","DSL","No","Yes","No","No","No","No","1yr","Yes","BT",53.85,3399.85,46.55,"No","60-72","$48-$72"
"4483","Female",1,"Yes","No",54,"Yes","Yes","FO","Yes","Yes","Yes","Yes","Yes","Yes","1yr","Yes","BT",115.6,6431.05,-188.65,"No","48-60","$96-$120"
"4484","Male",0,"No","No",1,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","M-T-M","Yes","CC",19.75,19.75,0,"No","0-12","$0-$24"
"4485","Male",0,"Yes","Yes",54,"Yes","Yes","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","Yes","BT",24.05,1230.9,67.8,"No","48-60","$24-$48"
"4486","Female",0,"No","Yes",18,"Yes","Yes","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","No","CC",25.3,454.65,0.75,"No","12-24","$24-$48"
"4487","Male",0,"No","No",3,"Yes","No","FO","No","Yes","No","No","No","Yes","M-T-M","No","EC",84.3,235.05,17.85,"No","0-12","$72-$96"
"4488","Female",0,"No","No",1,"Yes","No","FO","No","No","No","No","No","No","M-T-M","Yes","EC",70.1,70.1,0,"Yes","0-12","$48-$72"
"4489","Female",0,"Yes","Yes",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","2yr","No","CC",89.75,6595.9,-133.9,"No","60-72","$72-$96"
"4490","Male",1,"Yes","No",60,"Yes","No","FO","No","Yes","Yes","No","Yes","Yes","1yr","Yes","EC",97.95,5867,10,"No","48-60","$96-$120"
"4491","Female",0,"Yes","Yes",11,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","1yr","Yes","MC",20,196.35,23.65,"No","0-12","$0-$24"
"4492","Female",0,"No","Yes",12,"Yes","Yes","FO","Yes","No","No","No","No","No","M-T-M","Yes","EC",78.3,909.25,30.35,"Yes","0-12","$72-$96"
"4493","Male",0,"Yes","Yes",61,"Yes","No","FO","No","Yes","Yes","Yes","Yes","Yes","1yr","No","CC",103.9,6449.15,-111.25,"No","60-72","$96-$120"
"4494","Female",0,"No","No",39,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","No","CC",20.7,762.45,44.85,"No","36-48","$0-$24"
"4495","Male",0,"No","No",55,"Yes","Yes","FO","No","No","No","No","Yes","Yes","M-T-M","Yes","EC",96.8,5283.95,40.05,"Yes","48-60","$96-$120"
